N,S1,S2,relDifer
856501,14.2205,14.2379,0.00121826
856601,14.2206,14.238,0.00121975
856701,14.2207,14.2381,0.00122118
856801,14.2208,14.2382,0.00122261
856901,14.2209,14.2383,0.0012241
857001,14.221,14.2384,0.00122565
857101,14.2211,14.2386,0.0012272
857201,14.2212,14.2387,0.00122869
857301,14.2213,14.2388,0.00123024
857401,14.2214,14.2389,0.00123179
857501,14.2215,14.239,0.00123334
857601,14.2216,14.2391,0.00123495
857701,14.2217,14.2393,0.00123656
857801,14.2217,14.2394,0.00123823
857901,14.2218,14.2395,0.0012399
858001,14.2219,14.2396,0.00124162
858101,14.222,14.2397,0.00124329
858201,14.2221,14.2399,0.0012449
858301,14.2222,14.24,0.00124657
858401,14.2223,14.2401,0.00124812
858501,14.2224,14.2402,0.00124979
858601,14.2225,14.2403,0.0012514
858701,14.2226,14.2404,0.00125307
858801,14.2227,14.2406,0.00125468
858901,14.2228,14.2407,0.00125629
859001,14.2229,14.2408,0.00125784
859101,14.223,14.2409,0.00125945
859201,14.2231,14.241,0.00126106
859301,14.2232,14.2412,0.00126266
859401,14.2233,14.2413,0.00126415
859501,14.2234,14.2414,0.00126576
859601,14.2235,14.2415,0.00126731
859701,14.2236,14.2416,0.00126892
859801,14.2237,14.2417,0.00127041
859901,14.2237,14.2419,0.00127202
860001,14.2238,14.242,0.00127357
860101,14.2239,14.2421,0.00127512
860201,14.224,14.2422,0.00127667
860301,14.2241,14.2423,0.00127828
860401,14.2242,14.2425,0.00127983
860501,14.2243,14.2426,0.00128138
860601,14.2244,14.2427,0.00128269
860701,14.2245,14.2428,0.00128388
860801,14.2246,14.2429,0.00128514
860901,14.2247,14.243,0.00128639
861001,14.2248,14.2431,0.00128764
861101,14.2249,14.2433,0.00128889
861201,14.225,14.2434,0.00129014
861301,14.2251,14.2435,0.00129145
861401,14.2252,14.2436,0.00129271
861501,14.2253,14.2437,0.0012939
861601,14.2254,14.2438,0.00129515
861701,14.2255,14.2439,0.0012964
861801,14.2256,14.244,0.00129765
861901,14.2257,14.2442,0.00129896
862001,14.2258,14.2443,0.00130022
862101,14.2258,14.2444,0.00130153
862201,14.2259,14.2445,0.00130284
862301,14.226,14.2446,0.00130409
862401,14.2261,14.2447,0.00130546
862501,14.2262,14.2448,0.00130677
862601,14.2263,14.245,0.00130808
862701,14.2264,14.2451,0.00130945
862801,14.2265,14.2452,0.00131077
862901,14.2266,14.2453,0.00131208
863001,14.2267,14.2454,0.00131333
863101,14.2268,14.2455,0.0013147
863201,14.2269,14.2456,0.00131601
863301,14.227,14.2458,0.00131732
863401,14.2271,14.2459,0.00131863
863501,14.2272,14.246,0.00131994
863601,14.2273,14.2461,0.0013212
863701,14.2274,14.2462,0.00132251
863801,14.2275,14.2463,0.00132376
863901,14.2276,14.2464,0.00132501
864001,14.2277,14.2466,0.00132638
864101,14.2278,14.2467,0.00132763
864201,14.2278,14.2468,0.00132889
864301,14.2279,14.2469,0.00133008
864401,14.228,14.247,0.00133127
864501,14.2281,14.2471,0.00133246
864601,14.2282,14.2472,0.00133365
864701,14.2283,14.2473,0.00133485
864801,14.2284,14.2475,0.0013361
864901,14.2285,14.2476,0.00133729
865001,14.2286,14.2477,0.0013386
865101,14.2287,14.2478,0.00133979
865201,14.2288,14.2479,0.00134104
865301,14.2289,14.248,0.00134224
865401,14.229,14.2481,0.00134343
865501,14.2291,14.2482,0.00134468
865601,14.2292,14.2484,0.00134587
865701,14.2293,14.2485,0.00134712
865801,14.2294,14.2486,0.00134832
865901,14.2295,14.2487,0.00134957
866001,14.2296,14.2488,0.00135082
866101,14.2297,14.2489,0.00135213
866201,14.2298,14.249,0.00135344
866301,14.2299,14.2492,0.00135481
866401,14.2299,14.2493,0.00135618
866501,14.23,14.2494,0.0013575
866601,14.2301,14.2495,0.00135881
866701,14.2302,14.2496,0.00136012
866801,14.2303,14.2497,0.00136155
866901,14.2304,14.2498,0.00136292
867001,14.2305,14.25,0.00136435
867101,14.2306,14.2501,0.00136578
867201,14.2307,14.2502,0.00136727
867301,14.2308,14.2503,0.0013687
867401,14.2309,14.2504,0.00137025
867501,14.231,14.2505,0.00137168
867601,14.2311,14.2507,0.00137323
867701,14.2312,14.2508,0.00137466
867801,14.2313,14.2509,0.00137615
867901,14.2314,14.251,0.0013777
868001,14.2315,14.2511,0.00137913
868101,14.2316,14.2512,0.00138068
868201,14.2317,14.2514,0.00138211
868301,14.2318,14.2515,0.00138366
868401,14.2319,14.2516,0.00138509
868501,14.232,14.2517,0.00138658
868601,14.232,14.2518,0.00138801
868701,14.2321,14.2519,0.0013895
868801,14.2322,14.2521,0.00139111
868901,14.2323,14.2522,0.00139266
869001,14.2324,14.2523,0.00139433
869101,14.2325,14.2524,0.00139588
869201,14.2326,14.2525,0.00139749
869301,14.2327,14.2527,0.00139892
869401,14.2328,14.2528,0.00140047
869501,14.2329,14.2529,0.00140208
869601,14.233,14.253,0.00140357
869701,14.2331,14.2531,0.00140506
869801,14.2332,14.2532,0.00140655
869901,14.2333,14.2534,0.0014081
870001,14.2334,14.2535,0.00140965
870101,14.2335,14.2536,0.00141114
870201,14.2336,14.2537,0.00141269
870301,14.2337,14.2538,0.00141418
870401,14.2338,14.2539,0.00141573
870501,14.2339,14.2541,0.0014171
870601,14.234,14.2542,0.00141853
870701,14.234,14.2543,0.00141984
870801,14.2341,14.2544,0.00142115
870901,14.2342,14.2545,0.00142252
871001,14.2343,14.2546,0.00142378
871101,14.2344,14.2547,0.00142509
871201,14.2345,14.2549,0.00142634
871301,14.2346,14.255,0.00142783
871401,14.2347,14.2551,0.00142926
871501,14.2348,14.2552,0.00143063
871601,14.2349,14.2553,0.00143212
871701,14.235,14.2554,0.00143355
871801,14.2351,14.2556,0.0014351
871901,14.2352,14.2557,0.00143659
872001,14.2353,14.2558,0.00143802
872101,14.2354,14.2559,0.00143951
872201,14.2355,14.256,0.001441
872301,14.2356,14.2561,0.00144249
872401,14.2357,14.2563,0.00144392
872501,14.2358,14.2564,0.00144541
872601,14.2359,14.2565,0.0014469
872701,14.236,14.2566,0.00144845
872801,14.2361,14.2567,0.00144988
872901,14.2361,14.2568,0.00145143
873001,14.2362,14.257,0.00145298
873101,14.2363,14.2571,0.00145435
873201,14.2364,14.2572,0.00145561
873301,14.2365,14.2573,0.00145692
873401,14.2366,14.2574,0.00145817
873501,14.2367,14.2575,0.00145948
873601,14.2368,14.2576,0.00146079
873701,14.2369,14.2578,0.00146204
873801,14.237,14.2579,0.00146329
873901,14.2371,14.258,0.00146455
874001,14.2372,14.2581,0.0014658
874101,14.2373,14.2582,0.00146699
874201,14.2374,14.2583,0.00146824
874301,14.2375,14.2584,0.00146943
874401,14.2376,14.2585,0.00147074
874501,14.2377,14.2587,0.001472
874601,14.2378,14.2588,0.00147325
874701,14.2379,14.2589,0.00147444
874801,14.238,14.259,0.00147569
874901,14.2381,14.2591,0.001477
875001,14.2381,14.2592,0.00147831
875101,14.2382,14.2593,0.00147963
875201,14.2383,14.2595,0.00148094
875301,14.2384,14.2596,0.00148225
875401,14.2385,14.2597,0.0014835
875501,14.2386,14.2598,0.00148481
875601,14.2387,14.2599,0.00148618
875701,14.2388,14.26,0.00148749
875801,14.2389,14.2601,0.0014888
875901,14.239,14.2603,0.00149024
876001,14.2391,14.2604,0.00149155
876101,14.2392,14.2605,0.00149286
876201,14.2393,14.2606,0.00149423
876301,14.2394,14.2607,0.0014956
876401,14.2395,14.2608,0.00149691
876501,14.2396,14.2609,0.00149822
876601,14.2397,14.2611,0.00149959
876701,14.2398,14.2612,0.00150102
876801,14.2399,14.2613,0.00150239
876901,14.24,14.2614,0.00150371
877001,14.2401,14.2615,0.00150514
877101,14.2402,14.2616,0.00150651
877201,14.2402,14.2618,0.00150788
877301,14.2403,14.2619,0.00150937
877401,14.2404,14.262,0.00151068
877501,14.2405,14.2621,0.00151205
877601,14.2406,14.2622,0.00151342
877701,14.2407,14.2623,0.00151473
877801,14.2408,14.2624,0.00151604
877901,14.2409,14.2626,0.0015173
878001,14.241,14.2627,0.00151873
878101,14.2411,14.2628,0.00151998
878201,14.2412,14.2629,0.00152117
878301,14.2413,14.263,0.00152224
878401,14.2414,14.2631,0.00152326
878501,14.2415,14.2632,0.00152433
878601,14.2416,14.2633,0.00152546
878701,14.2417,14.2635,0.00152653
878801,14.2418,14.2636,0.00152767
878901,14.2419,14.2637,0.00152868
879001,14.242,14.2638,0.00152975
879101,14.2421,14.2639,0.00153089
879201,14.2422,14.264,0.00153196
879301,14.2423,14.2641,0.00153297
879401,14.2423,14.2642,0.00153404
879501,14.2424,14.2643,0.00153518
879601,14.2425,14.2645,0.00153625
879701,14.2426,14.2646,0.00153726
879801,14.2427,14.2647,0.00153834
879901,14.2428,14.2648,0.00153947
880001,14.2429,14.2649,0.00154054
880101,14.243,14.265,0.00154167
880201,14.2431,14.2651,0.00154269
880301,14.2432,14.2652,0.00154382
880401,14.2433,14.2653,0.00154489
880501,14.2434,14.2654,0.00154597
880601,14.2435,14.2656,0.00154704
880701,14.2436,14.2657,0.00154811
880801,14.2437,14.2658,0.00154918
880901,14.2438,14.2659,0.00155026
881001,14.2439,14.266,0.00155133
881101,14.244,14.2661,0.00155234
881201,14.2441,14.2662,0.00155342
881301,14.2442,14.2663,0.00155455
881401,14.2443,14.2664,0.00155562
881501,14.2443,14.2666,0.00155675
881601,14.2444,14.2667,0.00155777
881701,14.2445,14.2668,0.0015589
881801,14.2446,14.2669,0.00156003
881901,14.2447,14.267,0.00156116
882001,14.2448,14.2671,0.00156224
882101,14.2449,14.2672,0.00156337
882201,14.245,14.2673,0.00156444
882301,14.2451,14.2674,0.00156558
882401,14.2452,14.2676,0.00156671
882501,14.2453,14.2677,0.00156784
882601,14.2454,14.2678,0.00156897
882701,14.2455,14.2679,0.00157017
882801,14.2456,14.268,0.0015713
882901,14.2457,14.2681,0.00157249
883001,14.2458,14.2682,0.00157368
883101,14.2459,14.2683,0.00157475
883201,14.246,14.2685,0.00157595
883301,14.2461,14.2686,0.00157708
883401,14.2462,14.2687,0.00157827
883501,14.2463,14.2688,0.0015794
883601,14.2464,14.2689,0.0015806
883701,14.2464,14.269,0.00158173
883801,14.2465,14.2691,0.00158292
883901,14.2466,14.2692,0.00158411
884001,14.2467,14.2694,0.00158536
884101,14.2468,14.2695,0.00158656
884201,14.2469,14.2696,0.00158781
884301,14.247,14.2697,0.001589
884401,14.2471,14.2698,0.00159019
884501,14.2472,14.2699,0.00159138
884601,14.2473,14.27,0.00159258
884701,14.2474,14.2701,0.00159371
884801,14.2475,14.2703,0.00159484
884901,14.2476,14.2704,0.00159591
885001,14.2477,14.2705,0.00159705
885101,14.2478,14.2706,0.00159818
885201,14.2479,14.2707,0.00159937
885301,14.248,14.2708,0.00160062
885401,14.2481,14.2709,0.00160182
885501,14.2482,14.271,0.00160307
885601,14.2483,14.2712,0.00160432
885701,14.2484,14.2713,0.00160581
885801,14.2484,14.2714,0.00160718
885901,14.2485,14.2715,0.00160867
886001,14.2486,14.2716,0.00161004
886101,14.2487,14.2717,0.00161147
886201,14.2488,14.2719,0.00161296
886301,14.2489,14.272,0.00161439
886401,14.249,14.2721,0.00161582
886501,14.2491,14.2722,0.00161725
886601,14.2492,14.2723,0.00161868
886701,14.2493,14.2724,0.00162011
886801,14.2494,14.2725,0.00162154
886901,14.2495,14.2727,0.00162309
887001,14.2496,14.2728,0.00162452
887101,14.2497,14.2729,0.00162607
887201,14.2498,14.273,0.0016275
887301,14.2499,14.2731,0.00162905
887401,14.25,14.2732,0.00163049
887501,14.2501,14.2734,0.00163203
887601,14.2502,14.2735,0.00163347
887701,14.2503,14.2736,0.00163496
887801,14.2504,14.2737,0.00163639
887901,14.2505,14.2738,0.00163794
888001,14.2505,14.2739,0.00163937
888101,14.2506,14.2741,0.00164086
888201,14.2507,14.2742,0.00164235
888301,14.2508,14.2743,0.00164384
888401,14.2509,14.2744,0.00164521
888501,14.251,14.2745,0.00164652
888601,14.2511,14.2746,0.00164783
888701,14.2512,14.2748,0.00164914
888801,14.2513,14.2749,0.00165051
888901,14.2514,14.275,0.00165182
889001,14.2515,14.2751,0.00165313
889101,14.2516,14.2752,0.00165445
889201,14.2517,14.2753,0.00165576
889301,14.2518,14.2754,0.00165713
889401,14.2519,14.2756,0.00165844
889501,14.252,14.2757,0.00165975
889601,14.2521,14.2758,0.00166094
889701,14.2522,14.2759,0.00166219
889801,14.2523,14.276,0.00166345
889901,14.2524,14.2761,0.0016647
890001,14.2525,14.2762,0.00166595
890101,14.2526,14.2764,0.0016672
890201,14.2526,14.2765,0.00166845
890301,14.2527,14.2766,0.0016697
890401,14.2528,14.2767,0.0016709
890501,14.2529,14.2768,0.00167209
890601,14.253,14.2769,0.00167328
890701,14.2531,14.277,0.00167447
890801,14.2532,14.2771,0.00167567
890901,14.2533,14.2773,0.00167692
891001,14.2534,14.2774,0.00167811
891101,14.2535,14.2775,0.00167924
891201,14.2536,14.2776,0.00168043
891301,14.2537,14.2777,0.00168157
891401,14.2538,14.2778,0.0016827
891501,14.2539,14.2779,0.00168389
891601,14.254,14.278,0.00168496
891701,14.2541,14.2782,0.00168616
891801,14.2542,14.2783,0.00168735
891901,14.2543,14.2784,0.0016886
892001,14.2544,14.2785,0.00168985
892101,14.2545,14.2786,0.00169116
892201,14.2546,14.2787,0.00169247
892301,14.2546,14.2788,0.00169379
892401,14.2547,14.2789,0.00169504
892501,14.2548,14.2791,0.00169635
892601,14.2549,14.2792,0.00169766
892701,14.255,14.2793,0.00169891
892801,14.2551,14.2794,0.00170028
892901,14.2552,14.2795,0.00170159
893001,14.2553,14.2796,0.00170296
893101,14.2554,14.2797,0.00170439
893201,14.2555,14.2799,0.00170583
893301,14.2556,14.28,0.00170726
893401,14.2557,14.2801,0.00170863
893501,14.2558,14.2802,0.00171006
893601,14.2559,14.2803,0.00171149
893701,14.256,14.2804,0.00171286
893801,14.2561,14.2806,0.00171429
893901,14.2562,14.2807,0.00171572
894001,14.2563,14.2808,0.00171709
894101,14.2564,14.2809,0.00171852
894201,14.2565,14.281,0.00171995
894301,14.2566,14.2811,0.0017212
894401,14.2567,14.2812,0.00172234
894501,14.2567,14.2814,0.00172347
894601,14.2568,14.2815,0.0017246
894701,14.2569,14.2816,0.00172579
894801,14.257,14.2817,0.00172687
894901,14.2571,14.2818,0.00172794
895001,14.2572,14.2819,0.00172907
895101,14.2573,14.282,0.0017302
895201,14.2574,14.2821,0.00173128
895301,14.2575,14.2823,0.00173235
895401,14.2576,14.2824,0.00173348
895501,14.2577,14.2825,0.00173455
895601,14.2578,14.2826,0.00173569
895701,14.2579,14.2827,0.00173676
895801,14.258,14.2828,0.00173783
895901,14.2581,14.2829,0.00173891
896001,14.2582,14.283,0.00173998
896101,14.2583,14.2831,0.00174105
896201,14.2584,14.2833,0.00174212
896301,14.2585,14.2834,0.0017432
896401,14.2586,14.2835,0.00174421
896501,14.2587,14.2836,0.00174534
896601,14.2587,14.2837,0.00174642
896701,14.2588,14.2838,0.00174749
896801,14.2589,14.2839,0.00174856
896901,14.259,14.284,0.00174963
897001,14.2591,14.2841,0.00175077
897101,14.2592,14.2842,0.00175184
897201,14.2593,14.2844,0.00175297
897301,14.2594,14.2845,0.00175405
897401,14.2595,14.2846,0.00175518
897501,14.2596,14.2847,0.00175637
897601,14.2597,14.2848,0.00175756
897701,14.2598,14.2849,0.00175869
897801,14.2599,14.285,0.00175983
897901,14.26,14.2851,0.0017609
898001,14.2601,14.2853,0.00176203
898101,14.2602,14.2854,0.00176311
898201,14.2603,14.2855,0.00176418
898301,14.2604,14.2856,0.00176525
898401,14.2605,14.2857,0.00176615
898501,14.2606,14.2858,0.00176692
898601,14.2607,14.2859,0.00176775
898701,14.2608,14.286,0.00176871
898801,14.2608,14.2861,0.00176954
898901,14.2609,14.2862,0.00177038
899001,14.261,14.2863,0.00177127
899101,14.2611,14.2865,0.00177211
899201,14.2612,14.2866,0.00177294
899301,14.2613,14.2867,0.00177383
899401,14.2614,14.2868,0.00177461
899501,14.2615,14.2869,0.00177544
899601,14.2616,14.287,0.00177634
899701,14.2617,14.2871,0.00177729
899801,14.2618,14.2872,0.0017783
899901,14.2619,14.2873,0.00177926
900001,14.262,14.2874,0.00178027
900101,14.2621,14.2875,0.00178117
900201,14.2622,14.2876,0.00178212
900301,14.2623,14.2878,0.00178301
900401,14.2624,14.2879,0.00178403
900501,14.2625,14.288,0.00178492
900601,14.2626,14.2881,0.00178587
900701,14.2627,14.2882,0.00178677
900801,14.2628,14.2883,0.00178772
900901,14.2628,14.2884,0.00178862
901001,14.2629,14.2885,0.00178957
901101,14.263,14.2886,0.0017904
901201,14.2631,14.2887,0.0017913
901301,14.2632,14.2888,0.00179225
901401,14.2633,14.2889,0.00179315
901501,14.2634,14.2891,0.00179404
901601,14.2635,14.2892,0.00179487
901701,14.2636,14.2893,0.00179571
901801,14.2637,14.2894,0.0017966
901901,14.2638,14.2895,0.00179744
902001,14.2639,14.2896,0.00179833
902101,14.264,14.2897,0.00179923
902201,14.2641,14.2898,0.00180006
902301,14.2642,14.2899,0.00180089
902401,14.2643,14.29,0.00180185
902501,14.2644,14.2901,0.00180274
902601,14.2645,14.2902,0.0018037
902701,14.2646,14.2904,0.00180465
902801,14.2647,14.2905,0.00180566
902901,14.2648,14.2906,0.00180662
903001,14.2649,14.2907,0.00180769
903101,14.2649,14.2908,0.00180876
903201,14.265,14.2909,0.00180984
903301,14.2651,14.291,0.00181103
903401,14.2652,14.2911,0.00181222
903501,14.2653,14.2912,0.00181341
903601,14.2654,14.2914,0.00181466
903701,14.2655,14.2915,0.0018158
903801,14.2656,14.2916,0.00181699
903901,14.2657,14.2917,0.00181812
904001,14.2658,14.2918,0.00181931
904101,14.2659,14.2919,0.0018205
904201,14.266,14.292,0.00182158
904301,14.2661,14.2921,0.00182277
904401,14.2662,14.2923,0.00182396
904501,14.2663,14.2924,0.00182515
904601,14.2664,14.2925,0.00182629
904701,14.2665,14.2926,0.00182748
904801,14.2666,14.2927,0.00182867
904901,14.2667,14.2928,0.00182992
905001,14.2668,14.2929,0.00183117
905101,14.2669,14.293,0.00183249
905201,14.267,14.2932,0.00183374
905301,14.267,14.2933,0.00183493
905401,14.2671,14.2934,0.00183612
905501,14.2672,14.2935,0.00183737
905601,14.2673,14.2936,0.00183856
905701,14.2674,14.2937,0.00183982
905801,14.2675,14.2938,0.00184101
905901,14.2676,14.294,0.00184226
906001,14.2677,14.2941,0.00184351
906101,14.2678,14.2942,0.00184476
906201,14.2679,14.2943,0.00184602
906301,14.268,14.2944,0.00184727
906401,14.2681,14.2945,0.00184852
906501,14.2682,14.2946,0.00184977
906601,14.2683,14.2947,0.00185102
906701,14.2684,14.2949,0.00185227
906801,14.2685,14.295,0.00185347
906901,14.2686,14.2951,0.00185454
907001,14.2687,14.2952,0.00185555
907101,14.2688,14.2953,0.00185645
907201,14.2689,14.2954,0.00185728
907301,14.269,14.2955,0.00185806
907401,14.269,14.2956,0.00185883
907501,14.2691,14.2957,0.00185966
907601,14.2692,14.2958,0.0018605
907701,14.2693,14.2959,0.00186121
907801,14.2694,14.296,0.00186199
907901,14.2695,14.2962,0.00186276
908001,14.2696,14.2963,0.0018636
908101,14.2697,14.2964,0.00186443
908201,14.2698,14.2965,0.00186527
908301,14.2699,14.2966,0.0018661
908401,14.27,14.2967,0.00186688
908501,14.2701,14.2968,0.00186777
908601,14.2702,14.2969,0.00186855
908701,14.2703,14.297,0.00186938
908801,14.2704,14.2971,0.00187027
908901,14.2705,14.2972,0.00187111
909001,14.2706,14.2973,0.001872
909101,14.2707,14.2974,0.0018729
909201,14.2708,14.2976,0.00187373
909301,14.2709,14.2977,0.00187457
909401,14.271,14.2978,0.0018754
909501,14.2711,14.2979,0.00187629
909601,14.2711,14.298,0.00187713
909701,14.2712,14.2981,0.00187796
909801,14.2713,14.2982,0.0018788
909901,14.2714,14.2983,0.00187963
910001,14.2715,14.2984,0.00188041
910101,14.2716,14.2985,0.00188124
910201,14.2717,14.2986,0.00188214
910301,14.2718,14.2987,0.00188291
910401,14.2719,14.2988,0.00188375
910501,14.272,14.299,0.00188464
910601,14.2721,14.2991,0.00188547
910701,14.2722,14.2992,0.00188631
910801,14.2723,14.2993,0.00188708
910901,14.2724,14.2994,0.00188792
911001,14.2725,14.2995,0.00188869
911101,14.2726,14.2996,0.00188947
911201,14.2727,14.2997,0.00189024
911301,14.2728,14.2998,0.00189102
911401,14.2729,14.2999,0.00189173
911501,14.273,14.3,0.00189257
911601,14.2731,14.3001,0.00189334
911701,14.2731,14.3002,0.00189412
911801,14.2732,14.3003,0.00189489
911901,14.2733,14.3005,0.00189573
912001,14.2734,14.3006,0.00189662
912101,14.2735,14.3007,0.00189751
912201,14.2736,14.3008,0.00189835
912301,14.2737,14.3009,0.00189924
912401,14.2738,14.301,0.00190014
912501,14.2739,14.3011,0.00190097
912601,14.274,14.3012,0.00190181
912701,14.2741,14.3013,0.00190258
912801,14.2742,14.3014,0.00190336
912901,14.2743,14.3015,0.00190413
913001,14.2744,14.3016,0.00190485
913101,14.2745,14.3017,0.00190562
913201,14.2746,14.3018,0.00190639
913301,14.2747,14.302,0.00190711
913401,14.2748,14.3021,0.00190789
913501,14.2749,14.3022,0.0019086
913601,14.275,14.3023,0.00190943
913701,14.2751,14.3024,0.00191021
913801,14.2752,14.3025,0.00191104
913901,14.2752,14.3026,0.00191182
914001,14.2753,14.3027,0.00191265
914101,14.2754,14.3028,0.00191343
914201,14.2755,14.3029,0.0019142
914301,14.2756,14.303,0.00191504
914401,14.2757,14.3031,0.00191581
914501,14.2758,14.3032,0.00191671
914601,14.2759,14.3033,0.00191766
914701,14.276,14.3035,0.00191861
914801,14.2761,14.3036,0.00191963
914901,14.2762,14.3037,0.00192058
915001,14.2763,14.3038,0.00192153
915101,14.2764,14.3039,0.00192249
915201,14.2765,14.304,0.0019235
915301,14.2766,14.3041,0.00192446
915401,14.2767,14.3042,0.00192541
915501,14.2768,14.3043,0.00192636
915601,14.2769,14.3044,0.00192738
915701,14.277,14.3045,0.00192827
915801,14.2771,14.3047,0.00192928
915901,14.2772,14.3048,0.00193018
916001,14.2773,14.3049,0.00193107
916101,14.2773,14.305,0.00193202
916201,14.2774,14.3051,0.00193292
916301,14.2775,14.3052,0.00193387
916401,14.2776,14.3053,0.00193483
916501,14.2777,14.3054,0.00193578
916601,14.2778,14.3055,0.00193673
916701,14.2779,14.3056,0.00193769
916801,14.278,14.3057,0.00193858
916901,14.2781,14.3059,0.00193959
917001,14.2782,14.306,0.00194049
917101,14.2783,14.3061,0.00194144
917201,14.2784,14.3062,0.0019424
917301,14.2785,14.3063,0.00194329
917401,14.2786,14.3064,0.0019443
917501,14.2787,14.3065,0.00194526
917601,14.2788,14.3066,0.00194621
917701,14.2789,14.3067,0.00194716
917801,14.279,14.3068,0.00194812
917901,14.2791,14.3069,0.00194907
918001,14.2792,14.3071,0.00195009
918101,14.2793,14.3072,0.00195104
918201,14.2793,14.3073,0.00195211
918301,14.2794,14.3074,0.00195307
918401,14.2795,14.3075,0.00195408
918501,14.2796,14.3076,0.00195521
918601,14.2797,14.3077,0.00195628
918701,14.2798,14.3078,0.00195742
918801,14.2799,14.3079,0.00195849
918901,14.28,14.3081,0.0019595
919001,14.2801,14.3082,0.00196058
919101,14.2802,14.3083,0.00196165
919201,14.2803,14.3084,0.00196278
919301,14.2804,14.3085,0.00196379
919401,14.2805,14.3086,0.00196493
919501,14.2806,14.3087,0.001966
919601,14.2807,14.3088,0.00196701
919701,14.2808,14.3089,0.00196809
919801,14.2809,14.3091,0.00196922
919901,14.281,14.3092,0.00197017
920001,14.2811,14.3093,0.00197124
920101,14.2812,14.3094,0.0019722
920201,14.2813,14.3095,0.00197327
920301,14.2814,14.3096,0.00197428
920401,14.2814,14.3097,0.00197536
920501,14.2815,14.3098,0.00197637
920601,14.2816,14.3099,0.00197738
920701,14.2817,14.31,0.00197846
920801,14.2818,14.3102,0.00197953
920901,14.2819,14.3103,0.00198048
921001,14.282,14.3104,0.00198162
921101,14.2821,14.3105,0.00198257
921201,14.2822,14.3106,0.00198364
921301,14.2823,14.3107,0.00198472
921401,14.2824,14.3108,0.00198579
921501,14.2825,14.3109,0.00198698
921601,14.2826,14.311,0.00198823
921701,14.2827,14.3112,0.00198948
921801,14.2828,14.3113,0.00199074
921901,14.2829,14.3114,0.00199199
922001,14.283,14.3115,0.00199318
922101,14.2831,14.3116,0.00199437
922201,14.2832,14.3117,0.00199556
922301,14.2833,14.3118,0.00199676
922401,14.2834,14.3119,0.00199789
922501,14.2834,14.3121,0.00199908
922601,14.2835,14.3122,0.00200027
922701,14.2836,14.3123,0.00200152
922801,14.2837,14.3124,0.00200272
922901,14.2838,14.3125,0.00200391
923001,14.2839,14.3126,0.0020051
923101,14.284,14.3127,0.00200629
923201,14.2841,14.3128,0.00200754
923301,14.2842,14.313,0.00200868
923401,14.2843,14.3131,0.00200993
923501,14.2844,14.3132,0.00201112
923601,14.2845,14.3133,0.00201237
923701,14.2846,14.3134,0.00201356
923801,14.2847,14.3135,0.00201476
923901,14.2848,14.3136,0.00201601
924001,14.2849,14.3138,0.0020172
924101,14.285,14.3139,0.00201845
924201,14.2851,14.314,0.0020197
924301,14.2852,14.3141,0.00202084
924401,14.2853,14.3142,0.00202209
924501,14.2854,14.3143,0.00202328
924601,14.2855,14.3144,0.00202453
924701,14.2855,14.3145,0.00202584
924801,14.2856,14.3147,0.00202703
924901,14.2857,14.3148,0.00202829
925001,14.2858,14.3149,0.00202948
925101,14.2859,14.315,0.00203067
925201,14.286,14.3151,0.00203162
925301,14.2861,14.3152,0.00203264
925401,14.2862,14.3153,0.00203359
925501,14.2863,14.3154,0.0020346
925601,14.2864,14.3155,0.00203556
925701,14.2865,14.3157,0.00203663
925801,14.2866,14.3158,0.00203764
925901,14.2867,14.3159,0.0020386
926001,14.2868,14.316,0.00203961
926101,14.2869,14.3161,0.00204057
926201,14.287,14.3162,0.00204158
926301,14.2871,14.3163,0.00204259
926401,14.2872,14.3164,0.0020436
926501,14.2873,14.3165,0.00204462
926601,14.2874,14.3166,0.00204557
926701,14.2875,14.3168,0.00204641
926801,14.2875,14.3169,0.00204724
926901,14.2876,14.317,0.00204808
927001,14.2877,14.3171,0.00204891
927101,14.2878,14.3172,0.00204968
927201,14.2879,14.3173,0.00205052
927301,14.288,14.3174,0.00205129
927401,14.2881,14.3175,0.00205207
927501,14.2882,14.3176,0.0020529
927601,14.2883,14.3177,0.00205368
927701,14.2884,14.3178,0.00205445
927801,14.2885,14.3179,0.00205529
927901,14.2886,14.318,0.00205606
928001,14.2887,14.3181,0.00205678
928101,14.2888,14.3183,0.00205755
928201,14.2889,14.3184,0.00205839
928301,14.289,14.3185,0.00205916
928401,14.2891,14.3186,0.00205988
928501,14.2892,14.3187,0.00206065
928601,14.2893,14.3188,0.00206137
928701,14.2894,14.3189,0.00206214
928801,14.2895,14.319,0.00206292
928901,14.2896,14.3191,0.00206369
929001,14.2896,14.3192,0.00206453
929101,14.2897,14.3193,0.0020653
929201,14.2898,14.3194,0.00206608
929301,14.2899,14.3195,0.00206691
929401,14.29,14.3196,0.00206769
929501,14.2901,14.3197,0.00206858
929601,14.2902,14.3199,0.00206941
929701,14.2903,14.32,0.00207019
929801,14.2904,14.3201,0.00207102
929901,14.2905,14.3202,0.00207198
930001,14.2906,14.3203,0.00207293
930101,14.2907,14.3204,0.00207382
930201,14.2908,14.3205,0.00207478
930301,14.2909,14.3206,0.00207573
930401,14.291,14.3207,0.0020768
930501,14.2911,14.3208,0.00207776
930601,14.2912,14.3209,0.00207877
930701,14.2913,14.3211,0.00207973
930801,14.2914,14.3212,0.00208056
